"18838","中国船舶重工集团公司北京长城无线电厂","5020","CSIC-Beijing Great Wall Radio Factory","No.30 Xueyuan Road(s),Haidian District,Beijing,China","北京市海淀区学院南路30号","www.bgwr.com.cn","5201","电子及声学测量仪器，电控及通信设备，汽车收音机，水声工程等。","100088","bgwr@china.com","010-62253344","010-62250376"
"21755","江苏兰陵化工集团有限公司","5020","JIANGSU LANLING CHEMICAL INDUSTRY(GROUP)CO.,LTD","HENGSHANQIAO TOWN","横山桥镇","www.cnlanling.com","5201","船用涂料：车间底漆、防锈漆、防污漆、水线漆、船壳漆、甲板漆、货仓漆、油舱漆、压载漆。","213119","lanling@cn lanling.com","0519-88601528","0519-88601785"
"21756","江苏立新钢管集团","5020","JIANGSU LIXIN STEEL TUBE GROUP","HENGLIN TOWN,WUJIN DISTRICT","横林镇","www.jslx-group.com","5201","多种钢管。","213101","","0519-88490192","0519-88781015"
"21757","上海哈迪威不锈钢有限公司","5020","Shanghai Hardware Stainless Steel Co.,Ltd","Rm. 308 Office Building ,No.935 Suzhou Road  ","苏州路935号办公楼308室","www.hdwbxg.com","5205","专业经营进口材料302、304、316制造的不锈钢螺栓、螺钉、螺母、垫圈、机螺钉、自攻螺钉等标准件及全进口的不锈钢标准件，批发、零售兼营，可以根据船舶用户的要求批量定制及进口。","200001","hdwbxg@yeah.net","021-63522608","021-33040159-111"
"21758","江苏南极机械有限责任公司","5020","JIANGSU NANJI MACHINERY CO.,LTD","NO.31 JIANGPING ROAD(N)","江平北路31号","www.jsnj.com","5201","舰船及船舶机械、环保机械产品的设计、生产、制造、加工和服务。主要产品有生活污水处理装置、工业废水处理装置、焚烧炉、海水滤器、隔舱填料函、海水淡化装置、空调制冷设备、冷藏装置、压力水柜、热水柜、供应水单元等。","225400","txlizhc@pub.tz.jsinfo.net","0523-87686437","0523-87686463"
"21759","江苏南通力威机械有限公司","5020","NANTONG LIWEI MACHINERY CO.,LTD,JIANGSU","JIANSHE BRIDGE(N),GAONAN TOWN","皋南镇建设大桥北首","www.ntlw.com","5201","制造、经营公路、桥梁、港口、码头、船舶及海洋作业工程机械。主要产品有卷扬机、冲孔打桩机、混凝土搅拌机等。","226522","info@ntlw.com","0513-87268999","0513-87268998"
"21760","江苏清淮船舶机械制造有限公司","5020","JIANGSU QINGHUAI MARINE MACHINERY CO.,LTD","NO.3 WEILIU ROAD,HUAIYIN COUNTY","淮阴县纬六路3号","","5201","电动、液压起锚机，起锚绞盘，电动、液压系缆绞盘，电动、液压系泊绞车，起重绞车，船用起重机等。","223300","","0517-84998003","0517-84929403"
"21761","江苏荣华电缆集团公司","5020","JIANGSU RONGHUA CABLE GROUP CO.","YONGSHENG TOWN","永胜镇","","5201","船用电缆。","212217","","0511-88512889","0511-88511619"
"21762","江苏如皋海洋船舶设备铸造厂","5020","JIANGSU RUGAO HAIYANG MARINE EQUIPMENT FOUNDRY","NO.8 YONGJIANG ROAD,CHANGJIANG TOWN","长江镇涌江路8号","www.hycbsb.com","5201","主要生产各类船用锚和铸钢。","226532","haiyang@hycbsb.com","0513-87589566","0513-87680660"
"21763","江苏沙钢集团公司","5020","JIANGSU SHAGANG GROUP CO.","JINFENG TOWN","锦丰镇","www.sha-steel.com","5201","船板、高压力容器钢板等。","215625","","0512-58568872","0512-58551627"
"21764","江苏沙钢集团淮钢特钢有限公司","5020","HUAIGANG SPECIAL STEEL CO.,LTD OF JIANGSU SHANGGAN","NO.188，XI`AN ROAD(S)","西安南路188号","www.huaigang.com","5201","弹簧钢、轴承钢、齿轮钢、船用锚链圆钢。","223002","","0517-83036666","0517-83631344"
"21765","江苏上上电缆集团","5020","JIANGSU SHANGSHANG CABLE GROUP","NO.68 SHANGSHANG ROAD","上上路68号","www.shangshang.com","5201","电线电缆。","213300","shangshang@shangshang.com","0519-87308866","0519-87308808"
"21766","江苏射阳远洋船舶辅机有限公司","5020","SHEYANG OCEAN-GOING MARINE AUXILIARIES CO.,LTD","ZHONGLIAN INDUSTRIAL AREA,ECONOMY DEVELOPMENT ZONE","射阳经济开发区中联工业区","www.chinayuanyang.com.cn","5201","全系列救生（助）艇绞车，电动起锚机，电动绞盘，系泊绞车等。","224300","yy@chinayuanyang.com.cn","0515-82316661","0515-82316661"
"21767","江苏省姜堰市宇洋船用阀门制造有限公司","5020","JIANGSU JIANGYAN YUYANG MARINE VALVE MANUFACTURE C","QINTONG INDUSTRIAL AREA","溱潼工业园区","","5201","船用阀门、泵、法兰、螺纹管、接头、甲板机械、船用附件制造等。","225508","dwd@yyfm.com.cn","0523-85862385",""
"21768","上海海舱工程设备有限公司","5020","Shanghai Haicang Engineering Equipment Co.,Ltd","9/F No. 96 Maoxing Road","茂兴路96号9F","","5205","船舶专业“四技”服务，船舶机械设备及配件。","200127","","021-58899145",""
"21769","江苏省宝应航海机械厂","5020","JIANGSU BAOYING MARINE MACHINE FACTORY","ANYI INDUSTRIAL AREA,BAOYING","安宜民营工业园","www.byhhjx.com","5201","船用卧式离心泵CIS、CWL系列；船用卧式自吸离心泵CWZ系列；船用立式离心泵CL、CLH系列、船用自吸离心泵CWX、CXZ系列；单吸悬臂旋涡泵W系列；单级悬臂自吸漩涡泵WZ系列；国产、进口船用空压机进排气阀；国产、进口船用柴油机配件。","225800","bhcsd@byhhjx.com","0514-88266191","0514-88268844"
"21770","江苏省阜宁县石油化工机械阀门厂","5020","FUNING PETROCHEMICAL MACHINERY VALVE PLANT","BOX 4033 FUNNING COUNTY","阜宁县4033信箱","www.fushi-cn.com","5201","高中压阀门，管件等。","224400","","0515-87223261","0515-87223261"
"21771","江苏省阜宁县科达电气有限公司","5020","JIANGSU FUNING KEDA ELECTRIC CO.,LTD","TONGYU ROAD,SHIZHUANHG TOWN,FUNING COUNTY","阜宁县施庄镇通榆路","","5201","高低压开关柜及电气控制设备、高中压阀门、船用仪器仪表、仪表管阀件、低压容器、自动化控制系统及电气元件。","224431","","0515-87391726","0515-87391726"
"21772","江苏省姜堰市海达船用阀门制造有限公司","5020","JIANGSU JIANGYAN HAIDA MARINE VALVE CO.,LTD","QINTONG TOWN INDUSTRIAL AREA","溱潼工业园区","www.hida.com.cn","5201","船用阀门、管道附件。","225508","chenfan@hida.com.cn","0523-88619737","0523-88616019"
"21773","江苏省姜堰市远洋机械有限公司","5020","JIANGSU JIANGYAN OCEAN MACHINERY CO.,LTD","QINTONG TOWN DEVELOPMENT ZONE","溱潼镇开发区","www.cn-yuanyang.com","5201","船用不锈钢法兰，座板不锈钢波纹管，卡套式接头，焊接式接头，螺纹平肩接头，卡套式阀门等系列。","225508","j8616295@163.com","0523-88616295","0523-88616701"
"21774","江苏省如皋市顺达船舶冶金有限公司","5020","JIANGSU RUGAO SHUNDA SHIP METAL CO.,LTD","NO.65 POWER PLANT ROAD","如皋电厂路65号","www.rgsdanchor.com","5201","船用锚及铸钢件的生产、销售。","226500","sdanchor@126.com","0513-87512386","0513-87524798"
"21775","江苏省太仓船用设备机械厂","5020","JIANGSU TAICANG MARINE EQUIPMENT","NO.64 ZHONGXING STREET,YUEWANG TOWN","岳王镇众兴街64号","","5201","布风器，可闭通风百叶窗，格栅式回（送）风口，线网风栅，防火安全阀，其他系列产品。","215437","","0513-87524798","0512-53301412"
"21776","江苏省泰州市海陵区中远船用缆绳厂","5020","JIANGSU TAIZHOU HAILING DISTRICT ZHONGYUAN SHIP FI","SIXIANG INDUSTRIAL AREA","泰州开发区寺巷工业园","","5201","船用三股、八股棉纶绳、高强丙纶绳，丙纶棕线绳，聚乙烯绳等各种规格缆绳以及软梯、劳保手套、安全网等产品。","225300","","0523-86842589","0523-86842589"
"21777","江苏盛泰集团船舶液压机械厂","5020","MARINE-HYDRAULIC MACHINERY FACTORY OF JIANGSU SHEN","NO.1 GANGHE ROAD,SHANGGANG TOWN,JIANHU COUNTY","上冈镇冈合路1号","","5201","船坞自动液压边墩，船舶液压件，煤矿机械液压件等。","224731","","0515-86410438","0515-86412091"
"21778","江苏泰州沪江特种设备厂","5020","TAIZHOU HUJIANG SPECIAL EQUIPMENT PLANT,JIANGSU","WUZHOU ROAD(S)","吴州南路","","5201","船用空调器。","225300","","0523-86552433","0523-86552433"
"21779","上海海帆船舶设备有限公司","5020","Shanghai Highfly Marien Equipment Co.,Ltd","No.200 Chuanqiao Road,Pudong New District","浦东新区川桥路200号","www.highfly-sh.com","5205","国内外各种船舶设备及柴油机配件。","201206","whc@highfly-sh.com","021-51029997","021-50312369"
"21780","江苏圣耐德橡塑制品有限公司（靖江市亚泰船用物资有限公司）","5020","JIANGSU SANNED RUBBERS AND PLASTICS CO.,LTD","NO.9 JIAN`AN ROAD,DEVELOPMENT AREA","建安路9号","www.sanned.com","5201","船舶内装用材料。","214500","","0523-84808092","0523-84805699"
"21781","江苏通州新盛机械配件工具有限公司","5020","JIANGSU TONGZHOU XINSHENG MECHANICAL FITTINGS & TO","NO.1 XINNONG ROAD,XINLIAN TOWN","新联镇新农路1号","www.chinaxinsheng.com","5201","船舶管系附件，五金工具。","226363","sales@shifa.cn","0513-86584304","0513-86584555"
"21782","江苏兴化开源船舶机械有限公司","5020","JIANGSU XINGHUA KAIYUAN SHIPPING MACHINERY CO.,LTD","ZHENXING EOAD,ZHAOYANG INDUSTRY AREA","昭阳工业园振兴路","www.xhkyjx.com","5201","液压舵机、起锚机、绞车、吊艇架、起重设备等。","225700","web@xhkyjx.com","0523-83272781","0523-83272655"
"21783","江苏亚太泵业股份有限公司","5020","JIANGSU YATAI PUMP CO.,LTD","NO.31 DAQING ROAD(E)","大庆东路31号","","5201","船用泵。","225400","","0523-87633148","0523-87633148-8825"
"21784","江苏亚星锚链有限公司（靖江锚链厂）","5020","JIANGSU YAXING ANCHOR CHAIN CO.,LTD","DONGXING TOWN","东兴镇","www.asac.cn","5201","船用锚链及附件。","214533","sales@anchor-chain.com","0523-84681282","0523-84681390"
"21785","江苏杨远船舶设备铸造有限公司","5020","JIANGSU YANGYUAN MARINE EQUIPMENT CASTING CO.,LTD","NO.19 HUAYUAN ROAD","花园路19号","","5201","船用锚，导缆孔，集装箱紧固件，精密铸造件等。","225500","","0523-88261546","0523-88261201"
"21786","江苏永昇空调有限公司","5020","JIANGSU YONGSHENG AIR CONDITION CO.,LTD","NO.58-68 JIANGPING ROAD(N)","江平北路58-68号","www.yongsheng.com.cn","5201","船（陆）用空调 系列，恒温恒湿机，风机盘管，冷藏装置，风（水）冷冷（热）水机组，（风）水冷组装式空调机组，组合式(变风量）空调器。","225400","ys@yongsheng.com.cn","0523-87681538","0523-87682208"
"21787","江苏永正船舶设备股份有限公司","5020","JIANGSU YONGZHENG MARINE EQUIPMENT","NO.58 JIANGPING ROAD(N),TAIXING TOWN","泰兴镇江平北路58号","","5201","普通机械，电器机械及器材制造和销售。","225400","","0523-87681116",""
"21788","江苏远东电机制造有限公司","5020","JIANGSU YUANDONG ELECTRIC MOTOR CO.,LTD","NO.348 TONGYANG ROAD(M)","通扬中路348号","","5201","船用三相交流异步电机。","225500","","0523-88211174","0523-88211174"
"21789","江苏远望仪器有限公司","5020","JIANGSU YUANWANG INSTRUMENT CO.,LTD","NO.81 JIANGQIN ROAD(E),QINTONG TOWN","溱潼镇姜溱东路81号","www.ywhv.com","5201","船用压力、温度、液压指示测量控制仪器登记表及多功能舱柜测量控制系统等产品。","225508","yuanwang@ywhv.com","0523-88616191","0523-88616092"
"21790","上海海浪船舶设备有限公司","5020","Shanghai Hailang Marien Equipment Co.,Ltd","No.398 Shangnan Road/lianming Road,Pudong New District","浦东新区上南路/联明路398号","www.sh-hlcbsb.net","5205","集装箱紧固及绑扎设备和车辆紧固设备，货舱盖设计和起货设备的设计制造机技术咨询、设计制造各类锚机、绞车、绞盘、救生（救助）艇架和特种设备及船员、陆用电控设备。","200124","webmaster@sh-hlcbsb.com","021-58494682","021-58415088"
"21791","江苏兆胜空调有限公司","5020","JIANGSU ZHAOSHENG AIR CONDITIONER(GROUP)CO.,LTD","NO.18~28 TONGJIANG ROAD","通江路18~28号","www.zhaoshenggroup.com","5201","舰船用空调，橡胶保温材料，冷藏、冷水机组，高效率低噪声风机，不燃板，机舱行车及船舶附件的生产和工程安装。","225441","josun@zhaoshenggroup.com","0523-87592868","0523-87592899"
"21792","江苏振华泵业制造有限公司","5020","JIANGSU ZHENHUA PUMP INDUSTRY CO.,LTD","NO.9 JIANGYAN AVE","姜堰大道9号","www.zhpump.com.cn","5201","各类船用水泵。","225500","zhhby@vip.sina.com","0523-82072005","0523-82072005"
"21793","江苏镇江大名机械有限公司","5020","JIANGSU ZHENGJIANG DAMING MACHINERY CO.,LTD","NO.18 ZONGZE ROAD","宗泽路18号","","5201","船用阀门，管系附件。","212003","","0511-84422958","88823428"
"21794","江苏正良船用附件有限公司（姜堰市船用附件厂）","5020","JIANGSU ZHENGLIANG MARINE ACCESSORY CO.,LTD","TAIZHOU STATION ROAD(N)","泰州站北路","www.jszlvalve.com","5201","各类铸铜、铸铁、铸钢和球铁船用阀门。","225512","zl@jszlvalve.com","0523-88516078","0523-88513366"
"21795","江苏中亚实业总公司","5020","JIANGSU ZHONGYA INDUSTRY COMPANY","NO.65 GUSHAN ROAD(M)","孤山镇孤山中路65号","www.jycyfm.com","5201","船用阀门等各种附件。","214522","jy@jycyfm.com","0523-84552166","0523-84552255"
"21796","姜堰市恒威船用辅机制造有限公司（姜堰市船用辅机厂)","5020","JIANGYAN HENGWEI MARINE AUXILIARY MACHINERY CO.,LT","NO.88 LUOTANG ROAD(E)","罗塘东路88号","","5201","空气压缩机，液压马达，液压离合器泵站，甲板机械。","225500","jycyc@pub.tz.jsinfo.net","0523-88263484","0523-88267227"
"21797","姜堰市朝阳船用附件厂","5020","JIANGYAN CHAOYANG MARINE FITTINGS FACTORY","QINGTONG INDUSTRIAL AREA","溱潼镇工业园区","","5201","船用减阀门。","225500","","0523-88622818","0523-88622819"
"21798","姜堰市诚泰船舶附件有限公司","5020","JIANGYAN CHENGTAI MARINE FITTINGS CO.,LTD","ECONOMIC DEVELOPMENT ZONE NANMEN","南门经济开发区","www.jsctgs.com","5201","船用阀门等船用附件。","225500","jyct@gooyee.net","0523-88277122","0523-88286146"
"21799","姜堰市大江船舶附件厂","5020","JIANGYAN DAJIANG MARINE ACCESSORIES FACTORY","JIANGYAN DAJIANG MARINE ACCESSORIES FACTORY","溱潼镇工业园区","www.dajiangchf.com","5201","各种船用阀门，各种国标、非标油滤器，各种舾装件、管系附件和用户需要的各种非标件。","225508","dajiangchf@citiz.net","0523-88621266","0523-88619835"
"21800","姜堰市船舶舾装件有限公司","5020","JIANGYAN MARINE OUTFITS CO.,LTD","JIANGYAN MARINE OUTFITS CO.,LTD","人民南路129号","","5201","各种船用梯、门、窗、盖、绞车、船用钢铝结构件。","225500","jycpxzj@pub.tz.jsinfo.net","0523-88262673","0523-88266479"
"21801","北京泛泰克科技发展有限责任公司","5020","Beijing Vantech Instrument Co.,Ltd","Rm.1809 Jingtai Mansion,No.24 Jiangoumenwai Ave .,Beijing,China","北京建国门外大街24号京泰大厦1809室","","5213","造修船用激光对中仪及几何测量系统","100022","vantech@public3.bta.net.cn","010-65158809/7171/9911","010-65158168"
"21802","上海海狮体育救生用品有限公司","5020","Shanghai Sealion Sports & Life Preservers Co.,Ltd","No.266 Ruixiang Road,Pudong ","浦东瑞祥路266号","www.haishigaote.com","","各类救生衣及水上安全、运动用品、防水防寒服装，钓鱼用品，围油栏等。","201209","haishigaote@yahoo.com.cn","021-50680688","021-50683088"
"21803","姜堰市船用阀门厂有限公司","5020","JIANGYAN MARINE VALVE FACTORY CO.,LTD","JIANGYAN MARINE VALVES FACTORY CO.,LTD","洪林镇姜洪北路16号","www.hlmv.cn","5201","船用阀门。","225507","admin@hlmv.cn","0523-88601155","0523-88601056"
"21804","姜堰市海光船舶阀门厂","5020","JIANGYAN HAIGUANG MARINE VALVE PLANT","JIANGYAN HAIGUANG MARINE VALVE PLANT","俞垛镇工业园区","www.hgcbfm.com","5201","船用阀泵，管道附件。","225509","admin@hgcbfm.com","0523-88641110","0523-88641118"
"21805","姜堰市海花船舶机械厂","5020","JIANGYAN HAIHUA MARINE MACHINERY FACTORY","JIANGYAN HAIHUA MARINE MACHINERY","红旗良种场","","5201","系列船用阀门。","225512","ss@sina.com","0523-88517365","0523-88515411"
"21806","姜堰市海洋机械厂","5020","JIANGYAN OCEAN MACHINERY PLANT","NO.418 TONGYANG ROAD(M)","通扬中路418号","","5201","船用空压机。","225500","","0523-88217950","0523-88217950"
"21807","姜堰市江东船用阀门机械有限公司","5020","JIANGYAN JIANGDONG MARINE VALVE MAINCHINERY CO.,LT","QINTONG INDUSTRIAL AREA","溱潼镇工业园区","","5201","船用阀门等。","225508","","0523-88616586","0523-88616664"
"21808","姜堰市金东船舶设备厂","5020","JIANGYAN JINDONG MARINE EQUIPMENT FACTORY","ZHENYU ROAD(W),PRIVATE ECONOMIC DEVELOPMENT ZONE","民营经济开发区振宇西路","","5201","导缆系泊设备、船用集装箱捆扎件、铸钢件等。","225500","fenab12@163.com","0523-85882048","0523-88286468"
"21809","姜堰市三景船用舾装件厂","5020","JIANGYAN SANJING MARINE OUTFITTING FACTORY","NO.79 ZHENYU ROAD(W)","振宇西路79号","","5201","船用舾装件。","225500","sanjing338@126.com","0523-88311738","0523-88316737"
"21810","姜堰市太平洋船舶机械有限公司","5020","JIANGYAN PACIFIC OCEAN MARINE MACHINERY CO.,LTD","YIYANG INDUSTRY ZONE","姜堰镇逸杨工业园","","5201","船用门、窗、梯、盖、通风头等船用舾装件产品。","225500","","0523-88809002","0523-88808993"
"21811","姜堰市通达船用阀泵有限公司","5020","JIANGYAN TONGDA MARINE VALVE&PUMP CO.,LTD","NO.36 CENTRE ROAD,YUDUO TOWN","俞垛镇中心路36号","www.tdfbgs.com","5201","船用阀泵。","225509","info@tdfbgs.com","0523-88641056","0523-88641518"
